CoC Number,CoC Name,CoC Category,"Overall Homeless 2019","Overall Homeless - Under 18 2019","Overall Homeless - Age 18 to 24 2019","Overall Homeless - Over 24 2019","Overall Homeless - Female 2019","Overall Homeless - Male 2019","Overall Homeless - Transgender 2019","Overall Homeless - Gender Non-Conforming 2019","Overall Homeless - Non-Hispanic/Non-Latino, 2019","Overall Homeless - Hispanic/Latino, 2019","Overall Homeless - White, 2019","Overall Homeless - Black or African American, 2019","Overall Homeless - Asian, 2019","Overall Homeless - American Indian or Alaska Native, 2019","Overall Homeless - Native Hawaiian or Other Pacific Islander 2019","Overall Homeless - Multiple Races 2019"
CA-515, Roseville Rocklin/Placer County CoC ,979,128,71,780,376,590,2,11,859,120,793,52,9,56,5,64,400
CA-516, Redding/Shasta Siskiyou Lassen Plumas Del Norte Modoc Sierra Counties CoC ,934,131,77,726,336,595,2,1,812,122,709,23,6,107,4,85,264
CA-517,Napa City & County CoC,315,52,29,234,122,192,1,0,210,105,259,17,4,23,4,8,148
CA-518,Vallejo/Solano County CoC, 1232 ,113,209,910,364,866,2,0,955,277,571,389,12,31,32,197,132
CA-519, Chico Paradise/Butte County CoC , 1,195 ,118,75, 1,002 ,397,790,5,3, 1,061 ,134,886,33,9,75
CA-520,Merced City & County CoC,454,4,23,427,153,297,4,0,345,109,243,63,9,23,5,111,83
CA-521, Davis Woodland/Yolo County CoC ,459,84,26,349,182,260,4,13,388,71,304,96,7,10,3,39,204
CA-522,Humboldt County CoC,759,77,64,618,236,512,1,10,700,59,616,16,5,80,6,36,244
CA-523, Colusa Glenn Trinity Counties CoC ,176,35,11,130,62,112,1,1,128,48,135,4,0,24,5,8,13
CA-524,Yuba City & County/Sutter County CoC,760,118,47,595,350,365,3,42,646,114,557,42,10,15,7,129,287
CA-525,El Dorado County CoC,602,97,33,472,232,370,0,0,584,18,540,27,0,18,0,17,59
CA-526, Amador Calaveras Mariposa Tuolumne Counties CoC ,367,59,46,262,150,212,0,5,329,38,299,10,0,14,2,42,84
CA-527,Tehama County CoC,124,11,3,110,50,74,0,0,100,24,108,1,0,7,0,8,52
CA-529,Lake County CoC,401,57,35,309,162,236,3,0,359,42,293,7,1,63,1,36,17
CA-530, Alpine Inyo Mono Counties CoC ,121,11,5,105,44,77,0,0,116,5,114,2,2,2,0,1,5
CA-600,Los Angeles City & County CoC, 52442 , 4,791 , 3,199 , 44,452 , 16,346 , 35,497 ,463,136, 34,087 , 18,355 
CA-601,San Diego City and County CoC, 9160 , 1,055 , 1,434 , 6,671 , 3,074 , 5,977 ,47,62, 6,678 , 2,482 
CA-602, Santa Ana Anaheim/Orange County CoC , 4,792 ,758,221, 3,813 , 1,588 , 3,190 ,9,5, 3,015 , 1,777 , 3
CA-603,Santa Maria/Santa Barbara County CoC, 1860 ,295,122, 1,443 ,689, 1,170 ,1,0, 1,238 ,622, 1,529 ,144,20
CA-604,Bakersfield/Kern County CoC,810,119,68,623,244,564,2,0,633,177,533,130,10,18,17,102,368
CA-606,Long Beach CoC, 1863 ,141,89, 1,633 ,549, 1,300 ,12,2, 1,383 ,480, 1,028 ,596,60
CA-607,Pasadena CoC,575,76,35,464,193,376,3,3,425,150,285,223,7,15,6,39,173
CA-608,Riverside City & County CoC, 2406 ,178,238, 1,990 ,812, 1,579 ,11,4, 1,624 ,782, 1,670 ,431,30
CA-609,San Bernardino City & County CoC, 1866 ,286,169, 1,411 ,680, 1,180 ,3,3, 1,301 ,565, 1,174 ,439,24
CA-611, Oxnard San Buenaventura/Ventura County CoC , 1,152 ,99,62,991,330,819,3,0,689,463,869,108,8,35,9,123
CA-612,Glendale CoC,168,62,3,103,81,85,2,0,94,74,90,44,9,7,0,18,71
CA-613,Imperial County CoC, 1154 ,78,24, 1,052 ,336,811,6,1,642,512, 1,067 ,35,4,22,8
CA-614,San Luis Obispo County CoC, 1125 ,103,187,835,380,745,0,0,916,209,901,65,15,79,11,54,260
CO-500,Colorado Balance of State CoC, 4019 ,849,330, 2,840 , 1,624 , 2,386 ,6,3, 2,664 , 1,355 , 3,472 
CO-503,Metropolitan Denver CoC, 5506 , 1,033 ,470, 4,003 , 1,868 , 3,596 ,24,18, 4,307 , 1,199 , 3
CO-504,Colorado Springs/El Paso County CoC, 1415 ,282,113, 1,020 ,522,884,7,2, 1,171 ,244,979,233,7,56,11
CT-503, Bridgeport Stamford Norwalk Danbury/Fairfield County CoC ,778,219,75,484,333,444,1,0,532,246,341,387,16,4,9,21,484
CT-505,Connecticut Balance of State CoC, 2610 ,517,184, 1,909 ,980, 1,610 ,7,13, 1,883 ,727, 1,411 ,956,18
DC-500,District of Columbia CoC, 7473 , 2,286 ,682, 4,505 , 3,226 , 4,209 ,36,2, 6,979 ,494,481, 6
DE-500,Delaware Statewide CoC,994,240,69,685,431,562,1,0,912,82,398,544,4,1,5,42,564
FL-500, Sarasota Bradenton/Manatee Sarasota Counties CoC , 1,447 ,164,95, 1,188 ,516,929,2,0, 1,253 ,194, 1,103 ,257,4
FL-501,Tampa/Hillsborough County CoC, 1549 ,317,86, 1,146 ,627,917,0,5, 1,283 ,266,749,727,4,29,1
FL-502, St. Petersburg Clearwater Largo/Pinellas County CoC , 2,831 ,261,116, 2,454 ,814, 2,011 ,5,1, 2,647 ,184, 1,716 ,972
FL-503, Lakeland Winterhaven/Polk County CoC ,512,116,33,363,194,317,0,1,464,48,301,167,1,7,1,35,145
FL-504, Deltona Daytona Beach/Volusia Flagler Counties CoC ,753,133,32,588,284,467,1,1,696,57,555,141,0,7,1,49,112
FL-505, Fort Walton Beach/Okaloosa Walton Counties CoC ,401,79,30,292,205,195,1,0,343,58,313,70,5,2,4,7,68
FL-506,Tallahassee/Leon County CoC, 1072 ,189,85,798,376,693,3,0, 1,034 ,38,379,663,7,5,3,15
FL-507, Orlando/Orange Osceola Seminole Counties CoC , 2,074 ,450,143, 1,481 ,782, 1,288 ,4,0, 1,597 ,477,944,998,11
FL-508, Gainesville/Alachua Putnam Counties CoC ,819,117,32,670,288,530,1,0,787,32,471,301,6,11,17,13,304
FL-509, Fort Pierce/St. Lucie Indian River Martin Counties CoC , 1,732 ,577,52, 1,103 ,824,908,0,0, 1,522 ,210, 1,024 ,591,10
FL-510, Jacksonville-Duval Clay Counties CoC , 1,869 ,310,106, 1,453 ,679, 1,174 ,16,0, 1,769 ,100,776,942,9
FL-511, Pensacola/Escambia Santa Rosa Counties CoC ,758,86,59,613,218,539,1,0,739,19,419,313,4,6,0,16,218
FL-512,St. Johns County CoC,445,95,36,314,183,260,1,1,414,31,285,119,0,6,0,35,89
FL-513, Palm Bay Melbourne/Brevard County CoC ,845,174,46,625,271,574,0,0,786,59,569,219,9,12,1,35,211
FL-514,Ocala/Marion County CoC,725,122,41,562,258,466,1,0,662,63,402,173,1,0,0,149,160
FL-515, Panama City/Bay Jackson Counties CoC ,336,58,19,259,140,195,1,0,325,11,263,52,2,11,1,7,48
FL-517, Hendry Hardee Highlands Counties CoC ,609,170,52,387,218,391,0,0,471,138,444,161,0,0,0,4,44
FL-518, Columbia Hamilton Lafayette Suwannee Counties CoC ,502,84,54,364,164,337,1,0,487,15,269,198,1,2,0,32,65
FL-519,Pasco County CoC, 2593 ,535,784, 1,274 ,881, 1,633 ,12,67, 2,122 ,471, 2,176 ,301,12
FL-520, Citrus Hernando Lake Sumter Counties CoC ,635,122,33,480,256,379,0,0,577,58,526,92,3,7,0,7,176
FL-600,Miami-Dade County CoC, 3721 ,768,204, 2,749 , 1,108 , 2,598 ,15,0, 2,423 , 1,298 , 1,562 
FL-601,Ft Lauderdale/Broward County CoC, 2450 ,269,171, 2,010 ,772, 1,670 ,6,2, 2,207 ,243, 1,082 , 1,320 
FL-602,Punta Gorda/Charlotte County CoC,222,35,12,175,72,150,0,0,203,19,183,31,0,1,0,7,66
FL-603, Ft Myers Cape Coral/Lee County CoC ,431,80,15,336,174,257,0,0,348,83,290,129,1,3,0,8,206
FL-604,Monroe County CoC,631,42,23,566,135,493,2,1,544,87,568,49,1,1,1,11,218
FL-605,West Palm Beach/Palm Beach County CoC, 1607 ,207,117, 1,283 ,550, 1,054 ,2,1, 1,387 ,220,750,802,3,13
FL-606,Naples/Collier County CoC,621,64,123,434,322,296,3,0,352,269,474,61,5,7,12,62,244
GA-500,Atlanta CoC, 3572 ,304,217, 3,051 ,915, 2,613 ,43,1, 3,472 ,100,371, 3,060 ,13
CoC Number,CoC Name,CoC Category, Overall Homeless 2019 , Overall Homeless - Under 18, 2019 , Overall Homeless - Age 18 to 24, 2019 , Overall Homeless - Over 24, 2019 , Overall Homeless - Female, 2019 , Overall Homeless - Male, 2019 , Overall Homeless - Transgender, 2019 , Overall Homeless - Gender Non-Conforming, 2019 , Overall Homeless - Non-Hispanic/Non-Latino
GA-501,Georgia Balance of State CoC, 3716 ,843,290, 2,583 , 1,658 , 2,049 ,9,0, 3,480 ,236, 1,520 , 1
GA-502,Fulton County CoC,293,48,6,239,123,169,1,0,290,3,35,253,0,0,0,5,85
GA-503,Athens-Clarke County CoC,239,37,13,189,113,126,0,0,227,12,87,145,1,4,2,0,145
GA-504,Augusta-Richmond County CoC,246,17,5,224,173,73,0,0,244,2,77,158,0,1,1,9,144
GA-505,Columbus-Muscogee CoC,319,52,18,249,132,184,0,3,311,8,123,176,0,0,4,16,207
GA-506,Marietta/Cobb County CoC,403,113,12,278,170,233,0,0,385,18,147,222,7,2,0,25,166
GA-507,Savannah/Chatham County CoC,926,105,115,706,395,531,0,0,894,32,384,522,1,7,0,12,244
GA-508,DeKalb County CoC,460,127,21,312,199,261,0,0,449,11,61,383,1,2,0,13,99
GU-500,Guam CoC,852,350,84,418,409,442,1,0,813,39,15,3,39,0,762,33,87
HI-500,Hawaii Balance of State CoC, 2261 ,496,166, 1,599 ,952, 1,304 ,4,1, 1,962 ,299,770,71,137,56
HI-501,Honolulu City and County CoC, 4959 , 1,079 ,331, 3,549 , 1,999 , 2,937 ,19,4, 4,293 ,666,824,184
IA-500, Sioux City/Dakota Woodbury Counties CoC ,288,89,10,189,114,174,0,0,253,35,155,48,4,48,3,30,171
IA-501,Iowa Balance of State CoC, 1792 ,650,181,961,845,943,3,1, 1,660 ,132, 1,061 ,562,12,15,8
IA-502,Des Moines/Polk County CoC,676,90,49,537,227,448,1,0,638,38,438,185,3,11,2,37,436
ID-500,Boise/Ada County CoC,833,107,57,669,237,594,2,0,737,96,736,47,4,17,5,24,579
ID-501,Idaho Balance of State CoC, 1204 ,336,96,772,572,627,4,1, 1,032 ,172, 1,059 ,28,13,43,10
IL-500,McHenry County CoC,155,46,13,96,75,79,1,0,135,20,128,19,3,0,0,5,47
IL-501, Rockford/DeKalb Winnebago Boone Counties CoC ,381,103,36,242,183,197,1,0,353,28,159,191,0,11,0,20,255
IL-502, Waukegan North Chicago/Lake County CoC ,228,66,16,146,118,110,0,0,181,47,120,101,0,0,0,7,125
IL-503, Champaign Urbana Rantoul/Champaign County CoC ,160,44,15,101,82,78,0,0,142,18,64,78,5,4,1,8,57
IL-504,Madison County CoC,176,71,14,91,83,93,0,0,175,1,80,85,0,2,0,9,77
IL-506, Joliet Bolingbrook/Will County CoC ,282,65,17,200,103,179,0,0,238,44,167,105,4,1,0,5,143
IL-507, Peoria Pekin/Fulton Tazewell Peoria Woodford Counties CoC ,329,55,28,246,133,196,0,0,316,13,177,117,5,2,2,26,232
IL-508, East St. Louis Belleville/St. Clair County CoC ,300,79,17,204,129,171,0,0,298,2,68,228,0,0,0,4,26
IL-510,Chicago CoC, 5657 , 1,207 ,519, 3,931 , 2,124 , 3,517 ,13,3, 5,119 ,538, 1,162 
IL-511,Cook County CoC,780,172,69,539,355,425,0,0,711,69,353,385,9,4,1,28,443
IL-512,Bloomington/Central Illinois CoC,433,107,51,275,226,207,0,0,390,43,245,188,0,0,0,0,282
IL-513,Springfield/Sangamon County CoC,230,39,11,180,72,153,5,0,225,5,120,100,0,1,0,9,138
IL-514,DuPage County CoC,331,83,61,187,154,173,3,1,294,37,183,127,14,2,0,5,195
IL-515,South Central Illinois CoC,108,41,9,58,48,59,1,0,100,8,97,9,0,2,0,0,49
IL-516,Decatur/Macon County CoC,130,14,7,109,29,101,0,0,128,2,57,66,0,2,0,5,90
IL-517, Aurora Elgin/Kane County CoC ,360,62,19,279,121,238,1,0,273,87,222,117,4,6,0,11,268
IL-518, Rock Island Moline/Northwestern Illinois CoC ,243,67,43,133,112,131,0,0,221,22,140,93,0,3,2,5,135
IL-519,West Central Illinois CoC,80,22,6,52,44,36,0,0,78,2,60,19,0,0,0,1,45
IL-520,Southern Illinois CoC,435,112,155,168,200,229,6,0,362,73,314,62,1,2,0,56,185
IN-502,Indiana Balance of State CoC, 3655 ,860,266, 2,529 , 1,603 , 2,050 ,2,0, 3,491 ,164, 2,466 ,977
IN-503,Indianapolis CoC, 1783 ,317,89, 1,377 ,601, 1,176 ,6,0, 1,714 ,69,817,900,15,12
KS-502,Wichita/Sedgwick County CoC,575,118,36,421,179,395,0,1,450,125,367,158,4,25,3,18,348
KS-503,Topeka/Shawnee County CoC,356,69,6,281,144,212,0,0,322,34,214,83,0,22,0,37,264
KS-505, Overland Park Shawnee/Johnson County CoC ,130,62,14,54,76,54,0,0,98,32,73,40,3,1,0,13,84
KS-507,Kansas Balance of State CoC, 1037 ,272,62,703,463,573,1,0,913,124,782,124,3,50,8,70,504
KY-500,Kentucky Balance of State CoC, 1940 ,368,200, 1,372 ,867, 1,068 ,5,0, 1,897 ,43, 1,619 ,225,5
KY-501,Louisville-Jefferson County CoC, 1034 ,179,60,795,328,704,2,0, 1,007 ,27,443,523,9,6,0,53
KY-502,Lexington-Fayette County CoC, 1051 ,69,71,911,314,735,2,0, 1,013 ,38,767,261,4,4,0,15
LA-500,Lafayette/Acadiana CoC,357,87,11,259,141,215,1,0,330,27,135,207,0,1,1,13,149
LA-502, Shreveport Bossier/Northwest Louisiana CoC ,349,69,14,266,117,232,0,0,338,11,108,216,1,3,0,21,228
LA-503,New Orleans/Jefferson Parish CoC, 1301 ,97,128, 1,076 ,341,948,9,3, 1,258 ,43,456,817,5,13,10
LA-505,Monroe/Northeast Louisiana CoC,185,71,22,92,98,86,0,1,183,2,47,133,1,1,0,3,46
LA-506,Slidell/Southeast Louisiana CoC,248,37,18,193,66,182,0,0,242,6,152,83,2,1,0,10,48
LA-507,Alexandria/Central Louisiana CoC,159,19,5,135,66,92,1,0,159,0,88,65,0,0,0,6,45
LA-509,Louisiana Balance of State CoC,706,147,40,519,225,478,3,0,693,13,281,400,3,9,0,13,254
MA-500,Boston CoC, 6135 , 2,017 ,484, 3,634 , 2,915 , 3,209 ,11,0, 3,796 , 2,339 , 2
MA-502,Lynn CoC,582,162,71,349,280,299,2,1,501,81,482,90,0,4,2,4,489
MA-503,Cape Cod Islands CoC,324,101,32,191,158,166,0,0,293,31,241,65,3,5,2,8,243
MA-504,Springfield/Hampden County CoC, 2311 , 1,175 ,235,901, 1,202 , 1,109 ,0,0,909, 1,402 , 1,794 ,462
MA-505,New Bedford CoC,352,98,25,229,174,178,0,0,235,117,224,89,0,4,4,31,213
MA-506,Worcester City & County CoC, 1507 ,564,156,787,705,800,2,0,915,592, 1,073 ,381,15,1,1,36
MA-507, Pittsfield/Berkshire Franklin Hampshire Counties CoC ,557,84,40,433,180,374,3,0,447,110,427,101,3,11,3,12,299
MA-508,Lowell CoC,658,303,39,316,323,331,2,2,403,255,487,97,14,0,5,55,582
MA-509,Cambridge CoC,530,74,47,409,179,349,2,0,427,103,307,190,7,8,2,16,307
MA-510, Gloucester Haverhill Salem/Essex County CoC ,747,292,57,398,376,371,0,0,511,236,513,149,6,6,2,71,645
MA-511, Quincy Brockton Weymouth Plymouth City and County CoC , 1,109 ,429,87,593,571,538,0,0,855,254,600,481,10,4,2,12
MA-515,Fall River CoC,297,141,14,142,164,133,0,0,217,80,163,107,0,0,1,26,256
MA-516,Massachusetts Balance of State CoC, 2080 ,905,190,985, 1,131 ,945,4,0, 1,210 ,870, 1,271 ,729,47,9
MA-517,Somerville CoC,142,21,16,105,86,56,0,0,116,26,95,42,1,0,1,3,75
MA-519, Attleboro Taunton/Bristol County CoC ,234,99,17,118,114,117,0,3,199,35,131,84,0,2,4,13,170
MD-500,Cumberland/Allegany County CoC,118,22,6,90,71,47,0,0,118,0,104,9,0,1,0,4,55
MD-501,Baltimore CoC, 2669 ,329,110, 2,230 ,750, 1,915 ,4,0, 2,576 ,93,604, 1,971 ,8
MD-502,Harford County CoC,189,56,14,119,91,98,0,0,174,15,97,84,0,3,1,4,100
MD-503,Annapolis/Anne Arundel County CoC,376,76,23,277,145,230,1,0,361,15,181,167,2,2,1,23,239
MD-504,Howard County CoC,168,48,7,113,68,100,0,0,147,21,55,98,1,2,0,12,93
MD-505,Baltimore County CoC,609,135,41,433,247,361,1,0,596,13,221,369,0,10,0,9,348
MD-506,Carroll County CoC,147,22,12,113,64,83,0,0,139,8,118,19,0,1,1,8,86
MD-507,Cecil County CoC,193,32,11,150,64,129,0,0,190,3,147,41,1,0,0,4,36
MD-508, Charles Calvert St.Mary's Counties CoC ,419,110,38,271,191,224,4,0,414,5,153,243,0,2,3,18,146
MD-509,Frederick City & County CoC,309,54,23,232,99,209,1,0,300,9,186,98,3,2,0,20,105
MD-510,Garrett County CoC,10,3,3,4,6,4,0,0,10,0,9,1,0,0,0,0,4
MD-511,Mid-Shore Regional CoC,153,45,14,94,68,85,0,0,151,2,63,76,1,2,0,11,103
MD-512,Hagerstown/Washington County CoC,208,25,9,174,65,143,0,0,195,13,127,63,2,4,0,12,134
MD-513, Wicomico Somerset Worcester Counties CoC ,260,31,11,218,101,159,0,0,254,6,124,125,0,1,1,9,181
MD-600,Prince George's County CoC,525,211,45,269,271,252,0,2,491,34,45,444,7,1,10,18,240
MD-601,Montgomery County CoC,894,171,55,668,426,466,1,1,726,168,245,533,15,4,2,95,563
ME-500,Maine Statewide CoC, 2280 ,590,191, 1,499 , 1,038 , 1,226 ,12,4, 2,192 ,88, 1,853 ,284
MI-500,Michigan Balance of State CoC, 1465 ,455,162,848,720,740,5,0, 1,397 ,68, 1,140 ,223,2,39,0
MI-501,Detroit CoC, 2078 ,363,192, 1,523 ,714, 1,362 ,2,0, 2,052 ,26,160, 1,882 ,2
MI-502, Dearborn Dearborn Heights Westland/Wayne County CoC ,226,101,9,116,111,115,0,0,224,2,89,127,0,5,0,5,139
MI-503, St. Clair Shores Warren/Macomb County CoC ,354,52,17,285,108,246,0,0,348,6,179,152,1,3,0,19,218
MI-504, Pontiac Royal Oak/Oakland County CoC ,412,92,48,272,180,231,1,0,400,12,123,271,2,2,0,14,258
MI-505,Flint/Genesee County CoC,420,117,42,261,170,248,1,1,403,17,102,293,0,2,1,22,233
MI-506, Grand Rapids Wyoming/Kent County CoC ,912,211,69,632,344,566,2,0,806,106,390,454,7,14,0,47,654
MI-507, Portage Kalamazoo City & County CoC ,479,164,44,271,197,282,0,0,453,26,144,295,1,8,1,30,396
MI-508, Lansing East Lansing/Ingham County CoC ,435,116,17,302,190,245,0,0,382,53,179,214,2,3,0,37,350
MI-509,Washtenaw County CoC,302,39,27,236,88,213,1,0,289,13,106,169,2,3,1,21,213
MI-510,Saginaw City & County CoC,388,150,39,199,179,208,1,0,348,40,126,252,0,1,0,9,192
MI-511,Lenawee County CoC,128,45,10,73,65,63,0,0,117,11,90,20,0,2,0,16,84
MI-512, Grand Traverse Antrim Leelanau Counties CoC ,228,41,14,173,87,141,0,0,217,11,195,4,0,17,2,10,167
MI-513, Marquette Alger Counties CoC ,84,33,5,46,41,43,0,0,82,2,75,1,0,4,0,4,50
MI-514,Battle Creek/Calhoun County CoC,204,41,11,152,64,140,0,0,197,7,108,85,1,1,0,9,102
MI-515,Monroe City & County CoC,193,50,14,129,100,93,0,0,182,11,125,61,0,0,0,7,122
MI-516, Norton Shores Muskegon City & County CoC ,135,29,14,92,51,84,0,0,134,1,59,69,1,1,0,5,108
